"page_id","title","url","page_type","followers","likes"
"100066421012637","၂၀၂ ၂ မှတ်တမ်း | Facebook","https://www.facebook.com/people/%E1%81%82%E1%81%80%E1%81%82-%E1%81%82-%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA%E1%80%90%E1%80%99%E1%80%BA%E1%80%B8/100066421012637/","Page · Personal blog","2 followers","2 likes"
"100063841864405","ကချင်ပြည်နယ်မှသတင်းသမားများဆုံဆည်ရာ | Facebook","https://www.facebook.com/people/%E1%80%80%E1%80%81%E1%80%BB%E1%80%84%E1%80%BA%E1%80%95%E1%80%BC%E1%80%8A%E1%80%BA%E1%80%94%E1%80%9A%E1%80%BA%E1%80%99%E1%80%BE%E1%80%9E%E1%80%90%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9E%E1%80%99%E1%80%AC%E1%80%B8%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8%E1%80%86%E1%80%AF%E1%80%B6%E1%80%86%E1%80%8A%E1%80%BA%E1%80%9B%E1%80%AC/100063841864405/","Page · Personal blog","5.8K followers",
"100086543509417","Pony မမပစ် | Yangon | Facebook","https://www.facebook.com/people/Pony-%E1%80%99%E1%80%99%E1%80%95%E1%80%85%E1%80%BA/100086543509417/","Page · Animals and pets","381 followers",
"100083362363966","Burn Emperor | Facebook","https://www.facebook.com/people/Burn-Emperor/100083362363966/","Page · Gamer","11 followers","12 likes"
"100069851791956","Hlwan Moesoe | Facebook","https://www.facebook.com/people/Hlwan-Moesoe/100069851791956/","Page · Local service","2 followers","2 likes"
"100068385814711","မြို့နယ်ပြည်သူ့အုပ်ချုပ်ရေးအဖွဲ့- သတင်းနှင့် ပြန်ကြားရေးကော်မတီ | Facebook","https://www.facebook.com/people/%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%9A%E1%80%BA%E1%80%95%E1%80%BC%E1%80%8A%E1%80%BA%E1%80%9E%E1%80%B0%E1%80%B7%E1%80%A1%E1%80%AF%E1%80%95%E1%80%BA%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%A1%E1%80%96%E1%80%BD%E1%80%B2%E1%80%B7-%E1%80%9E%E1%80%90%E1%80%84%E1%80%BA%E1%80%B8%E1%80%94%E1%80%BE%E1%80%84%E1%80%B7%E1%80%BA-%E1%80%95%E1%80%BC%E1%80%94%E1%80%BA%E1%80%80%E1%80%BC%E1%80%AC%E1%80%B8%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%80%E1%80%B1%E1%80%AC%E1%80%BA%E1%80%99%E1%80%90%E1%80%AE/100068385814711/","Page · City Hall","5.1K followers","4.7K likes"
"100068572693443","လှိုင်းဘုန်း စစ်အာဏာရှင်တော်လှန်ရေး | Facebook","https://www.facebook.com/people/%E1%80%9C%E1%80%BE%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%98%E1%80%AF%E1%80%94%E1%80%BA%E1%80%B8-%E1%80%85%E1%80%85%E1%80%BA%E1%80%A1%E1%80%AC%E1%80%8F%E1%80%AC%E1%80%9B%E1%80%BE%E1%80%84%E1%80%BA%E1%80%90%E1%80%B1%E1%80%AC%E1%80%BA%E1%80%9C%E1%80%BE%E1%80%94%E1%80%BA%E1%80%9B%E1%80%B1%E1%80%B8/100068572693443/","Page · Newspaper","43 followers","37 likes"
"100069851791956","Hlwan Moesoe | Facebook","https://www.facebook.com/people/Hlwan-Moesoe/100069851791956/","Page · Local service","2 followers","2 likes"
"100069851791956","Hlwan Moesoe | Facebook","https://www.facebook.com/people/Hlwan-Moesoe/100069851791956/","Page · Local service","2 followers","2 likes"
"100064671524719","Ye Htet | Facebook","https://www.facebook.com/people/Ye-Htet/100064671524719/","Page · Personal blog","1.4K followers",
"100044271652004","Nay Toe Admiration Page | Facebook","https://www.facebook.com/people/Nay-Toe-Admiration-Page/100044271652004/","Page · Interest","919K followers","451K likes"
"100069549942589","ထန္းပင္ကန္ရြာ သတင္းစံု | Facebook","https://www.facebook.com/people/%E1%80%91%E1%80%94%E1%80%B9%E1%80%B8%E1%80%95%E1%80%84%E1%80%B9%E1%80%80%E1%80%94%E1%80%B9%E1%80%9B%E1%80%BC%E1%80%AC-%E1%80%9E%E1%80%90%E1%80%84%E1%80%B9%E1%80%B8%E1%80%85%E1%80%B6%E1%80%AF/100069549942589/","Page · News & media website","5.2K followers",
"100064926222485","Minn Myanmar Sofa Furniture Online Shop | Facebook","https://www.facebook.com/people/Minn-Myanmar-Sofa-Furniture-Online-Shop/100064926222485/","Page · Furniture","87 followers","84 likes"
"100079316355021","Wanna-One Online Shop Myanmar | Facebook","https://www.facebook.com/people/Wanna-One-Online-Shop-Myanmar/100079316355021/","Page · Community","16 followers","16 likes"
"100080819137730","Golden Myanmar Online Shop | Facebook","https://www.facebook.com/people/Golden-Myanmar-Online-Shop/100080819137730/","Page · Clothing (brand)","473 followers","464 likes"
"100063476630233","Tennis Online Shop Myanmar | Facebook","https://www.facebook.com/people/Tennis-Online-Shop-Myanmar/100063476630233/","Page · Sports team","2.9K followers",
"100068230071552","Men Myanmar 18+ Online Shop | Facebook","https://www.facebook.com/people/Men-Myanmar-18-Online-Shop/100068230071552/","Page · Community","19 followers","17 likes"
"100040297196242","ေအာင္ေခတ္ဆန္း Online Shop Myanmar | Facebook","https://www.facebook.com/people/%E1%80%B1%E1%80%A1%E1%80%AC%E1%80%84%E1%80%B9%E1%80%B1%E1%80%81%E1%80%90%E1%80%B9%E1%80%86%E1%80%94%E1%80%B9%E1%80%B8-Online-Shop-Myanmar/100040297196242/","Page · Shopping & retail","138 followers","136 likes"
"100054545585608","Valentine Online Shop Myanmar | Facebook","https://www.facebook.com/people/Valentine-Online-Shop-Myanmar/100054545585608/","Page · Health/beauty","1.3K followers","1.3K likes"
"100063979901535","Arkar Online Shop Myanmar | Facebook","https://www.facebook.com/people/Arkar-Online-Shop-Myanmar/100063979901535/","Page · Design & fashion","7.2K followers","6.9K likes"
"100063969705349","Ni Myanmar -Online Shop | Facebook","https://www.facebook.com/people/Ni-Myanmar-Online-Shop/100063969705349/","Page · Shopping & retail","0 followers",
"100054579648668","Online shop myanmar | Facebook","https://www.facebook.com/people/Online-shop-myanmar/100054579648668/","Page · Clothing (brand)","8.7K followers","8.6K likes"
"100064091791393","Myanmar online store - HN | Yangon | Facebook","https://www.facebook.com/people/Myanmar-online-store-HN/100064091791393/","Page · Design & fashion","653 followers","656 likes"
"100040639903396","Anjo Myanmar korea Cosmetics Online shop | Facebook","https://www.facebook.com/people/Anjo-Myanmar-korea-Cosmetics-Online-shop/100040639903396/","Page · Health/beauty","176 followers","167 likes"
"100064278452282","China-Myanmar Online Shop | Facebook","https://www.facebook.com/people/China-Myanmar-Online-Shop/100064278452282/","Page · Clothing (brand)","55 followers","56 likes"
"100064926222485","Minn Myanmar Sofa Furniture Online Shop | Facebook","https://www.facebook.com/people/Minn-Myanmar-Sofa-Furniture-Online-Shop/100064926222485/","Page · Furniture","87 followers","84 likes"
